Id,SalePrice
2185,38425.771655617486
58,183714.04899629747
830,221279.76724615696
808,125314.28964598503
680,153139.70599138763
1153,93562.10627411741
1291,161977.53514170612
1818,149184.9308186
2161,210568.48238986472
1883,144000.82428253043
350,316867.3925379407
2473,148124.8648320827
295,155768.2083701898
293,196776.8833247031
859,112151.90938370378
288,50111.10975575703
1578,166752.59468268443
102,176019.61149955314
2831,177895.93401359115
1030,175669.08549326964
2551,132474.6010685582
1286,166209.14165518625
958,319843.19753315137
776,125477.71647052423
72,231156.92229692283
2263,272807.7492330844
1866,171124.54119164313
2876,64199.72390992929
2146,268294.14294420474
103,184402.3611963758
1500,124720.5299199252
492,173031.6424657465
167,174253.43509442484
2597,129772.2564188959
2685,107756.23223202523
1035,161593.86935886065
1220,16747.318782252376
2602,167375.75537240517
2159,238157.87475861458
695,153312.3999720807
1109,247656.16073956864
640,158974.8675592772
1652,152652.15834495865
2090,184475.73538880705
1188,197501.74194309607
2345,239095.5756608074
1059,366018.10942199855
2751,259937.40828744293
128,220282.82751969382
1523,133412.79877936156
2925,149835.42307554267
2145,319285.34635415237
1121,243401.05955265442
566,297217.9410947933
565,223641.4494224462
1331,133719.53021382654
2928,125168.67053367014
156,138768.37894393006
797,140896.82951921035
327,83710.14176862061
2859,140478.73844463343
1453,106006.01564545957
1762,313827.1947405711
1868,214301.78386318614
1760,174557.42072809945
1113,262676.0273120133
1812,212923.87363267087
117,171708.35771636516
1142,214983.02353826584
2342,347347.4660305594
927,124902.60412977563
2478,189706.44993694144
655,84634.58445205988
2064,120200.5125569025
369,247213.94378958052
2239,141358.36250456917
2732,214029.23192944733
1653,192533.14465674828
959,219716.25543174992
2395,333418.9876790356
1412,97384.59683901673
271,262051.53521374072
1484,154964.09395537208
1497,153775.98663875228
552,144341.21517579013
2,112669.19296509316
1855,288116.7002792082
4,298445.9075038976
2292,153592.34037975216
134,136091.96385909876
646,112557.36612704463
42,331663.639837407
532,239779.45396645926
713,107439.26181810959
2561,132588.6610897196
2360,130855.82197274675
1333,116945.84220414184
1407,192722.0739326287
2892,276237.23757809197
574,224017.415995491
1227,169205.84377725906
2591,241883.51629275188
1476,227237.7310822611
1125,266935.85675798374
1446,133337.99325113252
408,104153.29157793093
1101,283847.62442275684
2251,216172.61845924103
373,198339.48639408033
2554,135737.01631052198
2382,279682.29412174853
1985,82244.19807140366
519,254964.93507046968
1093,184306.89795485698
864,268815.987570407
2889,138622.6841713652
2308,203823.8864305127
986,146332.7351649229
1302,174454.80430709635
585,151657.88357590183
2708,139062.81437205605
147,140823.99050220312
1441,234704.99238810068
383,189485.24991816276
285,147156.25678007095
181,106241.40962474048
358,199504.69468447054
780,164129.88153079458
258,192216.32533384615
1865,213789.7223250387
692,123718.07179985204
2902,310820.1760281808
508,295686.15769416076
2638,148538.64731306137
36,140627.19628496753
611,176940.197407494
2281,124457.65378414621
1678,128020.76541493234
1696,392610.93531199335
1557,56211.36079152678
2180,153490.98902020403
1726,226397.5201983247
951,131786.1537959791
267,249229.49200422037
2706,139455.2376585762
2221,228757.53829439453
1357,168270.74938655805
2901,304659.0327539977
347,193962.35683164911
2164,217182.46462635123
1586,291612.78553969716
360,180704.86176064718
1769,228701.2154462898
2617,196036.1176242914
1879,142175.4265005684
991,245286.01044115156
1535,103352.9369783102
1191,146903.46068335942
1579,234606.09853840718
1882,140142.80012551328
1510,126029.3572523855
2196,144169.5273360692
1845,176019.61149955314
2336,357946.96966344793
942,101707.93102620798
861,121243.17144475538
2555,98259.30352772362
1392,162553.4137227518
2099,281383.3172273007
1543,121153.34477236427
948,269846.6243684681
1239,165486.4535227252
22,203628.4898619099
2796,262121.65087987942
2747,204058.6753197949
92,290500.4117511891
210,159252.6955513503
1858,219692.06006963179
2228,167406.13712782154
447,238081.819918576
827,244719.75055888272
1649,227917.9646887393
682,164641.14745369786
2698,123170.74485318287
494,173882.74414228665
214,113276.05783590526
2441,268499.74115494394
2679,118788.81107492518
1336,118171.21290541434
465,197980.08704706465
1524,121622.88361805509
2543,118912.89035559818
631,144383.9122850311
2452,302095.63941932755
228,153501.05752406543
126,143599.8920072384
1092,202437.58493829062
1122,240067.52436692436
932,200282.78032602285
1980,83396.31682218898
2171,110044.83626400525
551,162290.96121461768
2768,189146.23234331876
2056,116540.42914769982
1159,326228.43526825804
2645,161781.52786061552
1174,180663.78994564188
2266,230918.90058362286
2462,344256.25426924124
1219,141123.8135763464
2922,176639.26241803143
118,151152.38481769015
474,190038.43282520823
2576,158384.7738358207
872,282483.5918066115
1077,224739.48716099956
1536,133538.96086704894
1150,101602.62289150368
2341,289208.13374380814
1931,154987.707948174
2785,127811.99912942576
2538,126157.72894306514
597,208823.5503456733
464,195825.36256696586
233,241208.46496061582
2169,125937.71178160106
2123,169679.71570818278
1867,180796.92402112242
137,257033.28239444725
515,218113.2818212914
933,110815.37389576908
2784,169128.36296135373
972,159652.57145773206
599,186107.6635633264
2614,138909.69529729924
2582,127650.32163103475
1409,177071.74903010164
175,108905.43903778195
352,236238.57671581642
976,95674.55489858479
2134,219894.98788290433
984,111787.92900315745
2396,334100.43223132845
1673,131160.3022848161
404,110599.22817678472
607,172829.01258990463
814,146174.42306545656
868,223955.43784806126
2271,219259.4950307686
1633,229550.49552273768
337,171019.56047261518
2765,166868.46443849264
1746,253220.58243045356
368,314754.0694284247
2806,228730.18628236375
1662,189913.14313427656
1234,216190.09785071178
1373,119679.96159356137
1672,109109.32110347561
1939,122856.37064017815
