Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Beta,50-Day Simple Moving Average,200-Day Simple Moving Average,Average Volume,Relative Volume,Price,50 sma price,200 sma price,goldencross,EPS,Forward EPS,Earnings Growth,Sales Per Share,Qtr Book Value Per Share,Qtr Cash Per Share,dividend
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,USA,4573.35,9.34,18.92,11.34448087431694,1143.34,12.08,12.71,2.67,0.02811775147928993,0.0,-1.56,-0.018000000000000002,0.405,0.06804150943396224,0.11337802547770695,0.05,-1.5419999999999998,-0.187,211.79,168.1,0.004,-0.9764,0.196,1.3258,0.2498,2.44,-0.0639864253393665,-0.07801136363636364,-0.456,3.7,3.4,0.0,0.0,0.9570000000000001,0.005245823389021455,-0.02546394230769232,1.3652997601918462,0.0678,0.1379,17.19913,0.8,20.17,18.8893051133171,17.725634941559015,buy,2.1595289079229123,1.0660676532769555,1.777957072118071,0.017641296552206694,1.669701986754967,7.554307116104869,0.5671350473372779
PRPL,"Purple Innovation, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1752.91,177.69,31.58,4.22,3.31,40.18,18.37,22.53,0.028797530864197538,0.0,0.15,0.21600000000000003,0.654,-0.015317687074829948,0.42100000000000004,0.027999999999999997,0.5720000000000001,0.603,29.28,27.66,0.036000000000000004,-0.9732999999999999,0.667,0.4714,0.21539999999999998,3.9,0.024,0.6940000000000001,0.287,1.5,1.1,2.0,0.0,0.467,0.10099999999999999,0.008,1.43,0.1893,0.7811,1.5258699999999998,1.19,26.12,21.962498948961574,14.66509460445792,buy,0.14699758005515223,0.8271057631412287,6.18957345971564,7.8912386706948645,0.6500746640119462,1.1593430980914337,0.7521915061728397
UEPS,"Net 1 UEPS Technologies, Inc.",Technology,Software - Infrastructure,South Africa,192.62,18.71,86.5,19.854496124031005,1.28,0.67,0.88,15.79,0.028549122807017543,0.0,-1.71,0.6890000000000001,0.0,-0.233,0.15,-0.248,0.7709999999999999,0.52,56.06,52.34,0.001,-0.9718000000000001,0.45299999999999996,0.07440000000000001,0.0088,3.27,-0.132,-0.263,-0.149,4.5,4.2,0.0,0.05,0.278,-0.28300000000000003,-0.509,1.03,0.0711,0.0060999999999999995,0.14145,3.53,3.46,3.230323966016245,3.4390219660073553,sell,0.18492784607161944,0.04,0.17426783225247247,2.703125,5.164179104477611,0.21912602913236226,0.0987799649122807
STMP,Stamps.com Inc.,Technology,Software - Application,USA,4413.28,47.78,34.43,3.19,6.74,5.7,16.05,21.76,0.028549122807017543,0.0,5.3,-0.63,-0.1093,0.08199999999999999,0.15,0.312,2.478,0.489,17.23,16.88,0.001,-0.9709,0.884,0.0038,0.0521,2.61,0.106,0.14300000000000002,0.087,2.2,2.2,0.0,0.04,0.74,0.203,0.149,0.52,0.025,0.5135000000000001,0.33693,1.41,253.2,247.02439024390245,167.29435084241823,buy,5.299288405190456,7.354051699099622,79.3730407523511,37.566765578635014,44.421052631578945,11.636029411764705,7.228637894736842
GO,Grocery Outlet Holding Corp.,Consumer Defensive,Grocery Stores,USA,3657.12,59.96,36.49,4.1,1.27,4.39,45.83,50.65,0.03226444444444445,0.0,0.67,0.017,-0.0966,-0.017665811965811965,0.1463,0.024,3.472,0.245,90.8,82.74,0.006999999999999999,-0.9693,0.93,0.4313,0.0535,4.52,0.028999999999999998,0.083,0.051,1.6,0.5,0.54,0.54,0.311,0.031,0.022000000000000002,0.8727678571428574,-0.0239,0.10890000000000001,0.97803,0.56,40.29,41.27650855445139,36.33330327351429,buy,0.6719479653102067,1.1041381200328857,9.826829268292684,31.724409448818896,9.177676537585421,0.7954590325765054,1.2999344666666668
BOXL,Boxlight Corporation,Technology,Communication Equipment,USA,81.25,18.71,9.04,19.854496124031005,2.66,3.03,13.32,15.79,0.028549122807017543,0.0,-0.56,-0.21600000000000003,0.583,-0.504,0.16043588850174229,0.16899999999999998,0.264,-0.297,50.61,44.07,0.002,-0.9673999999999999,0.094,0.09231815920398011,0.032799999999999996,0.08,-0.299,-2.103,-1.4180000000000001,1.3,1.1,0.12,0.66,0.275,-0.233,-0.22699999999999998,1.2224999999999997,-0.030899999999999997,0.5015999999999999,17.34175,0.45,1.85,1.9089877205654733,1.2320191795418223,buy,0.09887760555852486,0.20464601769911508,0.09317788718701563,0.6954887218045113,0.6105610561056106,0.11716276124129196,0.052815877192982454
FBC,"Flagstar Bancorp, Inc.",Financial,Banks - Regional,USA,1674.13,6.07,6.33,3.03,2.05,0.87,2.77,6.57,0.0067,0.036000000000000004,4.95,0.188,-0.2528,0.33399999999999996,0.02,0.22699999999999998,0.9,0.015,56.79,55.91,0.013999999999999999,-0.9637,0.9890000000000001,0.004699999999999999,0.0276,2.85,0.011000000000000001,0.154,0.217,2.983999999999999,3.409900990099009,0.25,0.25,0.6410530973451327,0.625,0.34600000000000003,1.7,-0.021,0.0067,0.54086,0.86,30.04,30.684371807967313,29.84007152081057,buy,4.948929159802306,4.745655608214849,9.914191419141915,14.653658536585366,34.52873563218391,4.572298325722983,0.201268
BV,"BrightView Holdings, Inc.",Industrials,Specialty Business Services,USA,1250.23,9.34,11.01,11.34448087431694,0.53,0.99,13.91,7.63,0.02811775147928993,0.0,-0.1,1.767,0.1996,0.06804150943396224,0.2376,0.05,-1.075,-0.075,103.79,44.35,0.006999999999999999,-0.9634999999999999,0.946,-0.0055000000000000005,0.044800000000000006,5.8,-0.003,-0.008,0.048,1.4,1.3,0.92,0.94,0.255,0.022000000000000002,-0.004,1.3652997601918462,-0.011899999999999999,-0.0746,0.34264999999999995,0.71,12.04,12.185001518064972,13.010590015128592,sell,1.2890792291220556,1.0935513169845594,1.0613090306545152,22.716981132075468,12.16161616161616,1.5779816513761467,0.3385377278106507
WERN,"Werner Enterprises, Inc.",Industrials,Trucking,USA,2918.4,19.58,15.82,3.08,1.22,2.56,44.62,24.92,0.0086,0.166,2.15,0.022000000000000002,0.1286,0.11900000000000001,0.0636,0.028999999999999998,-0.091,-0.09300000000000001,69.09,37.83,0.008,-0.9623,0.843,0.2789,0.0759,3.02,0.071,0.136,0.121,1.7,1.7,0.15,0.15,0.8420000000000001,0.085,0.062,0.78,-0.053399999999999996,0.044000000000000004,0.95036,0.82,42.07,44.44327065286288,40.29693486590038,buy,2.148621041879469,2.65929203539823,13.659090909090908,34.48360655737705,16.43359375,1.6882022471910112,0.361802
RAPT,"RAPT Therapeutics, Inc.",Healthcare,Biotechnology,USA,772.88,3.28,18.29,37.12883333333331,351.31,6.39,5.81,17.03,0.018787500000000002,0.0,-2.09,-0.19,-0.204,0.07984864864864864,0.17093309859154923,0.052000000000000005,0.415,0.0,24.34,23.64,0.004,-0.9606,0.75,-0.013300000000000001,0.043,5.13,-0.449,-0.961,-0.37016911764705906,10.4,10.4,0.0,0.0,0.5297944862155385,-0.15852000000000005,-0.1719638989169675,1.3448516579406622,0.1577,0.2738,0.19822,1.06,32.19,27.805130862917853,25.27084314649081,buy,9.814024390243903,1.7599781301257518,0.8669811871277044,0.09162847627451538,5.037558685446009,1.8901937756899587,0.604769625
YETI,"YETI Holdings, Inc.",Consumer Cyclical,Leisure,USA,3950.86,59.58,26.85,2.98,4.17,23.98,30.99,31.11,0.028797530864197538,0.0,0.78,-0.155,0.196,0.28,0.2,0.44,0.485,0.066,86.94,78.02,0.006999999999999999,-0.9603,0.9952,0.3418,0.107,6.0,0.11,0.5329999999999999,0.174,2.8,1.7,1.6,1.71,0.54,0.115,0.07200000000000001,1.616539792387542,-0.0434,0.3031,1.39128,0.74,46.53,48.6410202801589,35.707159849589445,buy,0.7809667673716012,1.7329608938547485,15.614093959731544,11.158273381294965,1.9403669724770642,1.4956605593056895,1.3399491111111115
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,USA,911.72,24.15,23.56,3.45,1.14,2.58,11.58,25.05,0.02811775147928993,0.0,0.76,-0.068,0.1,0.06804150943396224,0.07,0.05,-0.08900000000000001,-0.045,51.49,28.48,0.006999999999999999,-0.9538,0.5884793911007019,-0.0352,0.052199999999999996,5.25,0.07200000000000001,0.111,0.11,2.2,1.9,0.15,0.18,0.151,0.067,0.049,1.3652997601918462,0.008199999999999999,0.0691,0.2832,0.93,18.4,18.250347153342588,17.210738003928537,buy,0.7619047619047619,0.7809847198641765,5.333333333333333,16.140350877192983,7.1317829457364335,0.7345309381237524,0.5173666272189347
SGMS,Scientific Games Corporation,Consumer Cyclical,Gambling,USA,3152.77,17.39,88.16,5.753854166666666,1.06,0.67,3.99,14.94,0.028797530864197538,0.0,-4.14,0.639,1.088,0.128,0.1116902723735409,0.13699999999999998,-1.581,-0.36200000000000004,95.0,65.43,0.013000000000000001,-0.9537,0.609,0.0027,0.1074,3.46,-0.05,0.165,0.069,1.8,1.6,3.2196598639455773,3.784829931972789,0.595,0.057999999999999996,-0.131,1.9,0.5722,0.9136,2.03272,1.82,35.97,22.878768604503243,18.797031772575252,buy,2.0684301322599192,0.408008166969147,6.251461882433876,33.93396226415094,53.6865671641791,2.4076305220883536,1.0358471851851854
PING,Ping Identity Holding Corp.,Technology,Software - Infrastructure,USA,2468.94,18.71,74.52,19.854496124031005,9.86,3.52,13.94,220.44,0.028549122807017543,0.0,-0.04,0.8740000000000001,0.6934999999999999,0.012297142857142866,0.165,0.16899999999999998,-2.608,-0.055999999999999994,80.17,26.26,0.013000000000000001,-0.9495999999999999,1.0,0.005,0.1494,3.45,-0.006,-0.008,0.015,4.9,4.9,0.21,0.0,0.75,-0.044000000000000004,-0.022000000000000002,1.2224999999999997,-0.0499,0.1434,1.13738,0.46,31.3,32.94390064203768,27.374497113870913,buy,1.6729021913415285,0.42002147074610846,1.5764691183532915,3.1744421906693714,8.892045454545455,0.1419887497731809,0.8935875438596491
SILK,"Silk Road Medical, Inc",Healthcare,Medical Devices,USA,2111.08,3.28,18.29,37.12883333333331,30.29,16.83,13.38,17.03,0.018787500000000002,0.0,-1.16,-0.8340000000000001,0.43799999999999994,0.07984864864864864,0.17093309859154923,0.052000000000000005,0.18600000000000003,0.013000000000000001,32.68,32.51,0.019,-0.9422,0.4699339694656492,0.1139,0.0567,5.05,-0.248,-0.43,-0.24,15.5,14.5,0.35,0.35,0.721,-0.48100000000000004,-0.525,1.3448516579406622,0.1414,0.4841,0.36507,1.28,65.46,57.350622043104956,44.10753992318577,buy,19.95731707317073,3.579004920721706,1.763050279881315,2.161109276989105,3.8894830659536543,3.8438050499119196,1.22982975
PIRS,"Pieris Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,112.38,3.28,18.29,37.12883333333331,1.98,2.33,1.46,17.03,0.018787500000000002,0.0,-0.28,-0.109,-0.574,-0.107,0.17093309859154923,0.539,0.604,1.113,52.37,52.35,0.0022,-0.9404,0.677,-0.0581,0.0349,3.55,-0.11800000000000001,-0.35,-0.528,5.0,5.0,0.0,0.0,0.5297944862155385,-0.22399999999999998,-0.259,1.36,-0.2518,-0.3089,0.51566,0.67,2.07,2.7666399358460305,2.995225003617421,sell,0.6310975609756098,0.11317659923455439,0.05575181911632023,1.0454545454545454,0.8884120171673818,0.12155020551967115,0.038890125000000005
TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,3.98,3.28,18.29,37.12883333333331,0.07,2.37,0.67,17.03,0.018787500000000002,0.0,-9.85,0.31,0.239,-0.495,0.15,0.14300000000000002,-2.459,-0.257,5.59,5.36,0.0102,-0.9386,0.494,-0.08349999999999999,0.1315,1.86,-0.275,2.8539999999999996,-0.051,2.3,0.9,0.5735203366058903,0.6501262272089758,0.19,-0.528,-0.966,1.69,-0.5528,-0.7764,0.37839,0.7,0.71,1.5876565295169944,3.175313059033989,sell,0.21646341463414634,0.038819026790595956,0.01912260462443834,10.14285714285714,0.2995780590717299,0.04169113329418672,0.013339125
AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2514.21,30.88,33.36,1.74,1.72,5.67,17.62,40.23,0.02811775147928993,0.0,0.7,-4.748,0.0622,0.384,0.1778,0.055999999999999994,4.138,-0.035,116.62,96.24,0.008,-0.9323,0.986,0.0232,0.026000000000000002,3.68,0.048,0.205,-0.006,1.9,1.4,1.98,2.04,0.318,0.068,0.057999999999999996,1.3652997601918462,0.0684,0.1703,0.67869,1.38,21.65,20.263946087607636,18.49953003503375,buy,0.70110103626943,0.6489808153477218,12.442528735632184,12.587209302325581,3.818342151675485,0.5381556052696992,0.6087493195266269
EVFM,"Evofem Biosciences, Inc.",Healthcare,Biotechnology,USA,188.19,3.28,18.29,37.12883333333331,3.09,2.01,1.52,17.03,0.018787500000000002,0.0,-1.86,0.654,0.42,0.42700000000000005,0.17093309859154923,0.052000000000000005,0.054000000000000006,0.0,81.28,80.12,0.018000000000000002,-0.9254000000000001,0.516,0.127,0.1629,2.83,-1.804,-3.5989999999999998,-0.37016911764705906,2.1,2.0,0.0,0.65,0.5297944862155385,-0.15852000000000005,-0.1719638989169675,0.43,-0.1643,-0.4493,4.60751,0.41,2.39,2.8598779466315665,4.33993099691302,sell,0.728658536585366,0.13067249863313288,0.06437045782029245,0.7734627831715211,1.1890547263681595,0.14034057545507928,0.04490212500000001
FRTA,"Forterra, Inc.",Industrials,Building Products & Equipment,USA,774.61,29.41,10.31,11.34448087431694,0.49,5.84,14.75,4.17,0.02811775147928993,0.0,0.41,0.701,0.5161,-0.226,0.11337802547770695,0.207,2.174,-0.39299999999999996,65.09,18.91,0.015,-0.9128000000000001,0.978,0.0168,0.10869999999999999,3.39,0.015,0.23,0.055999999999999994,2.3,1.3,8.91,9.12,0.21,0.071,0.018000000000000002,2.5,-0.1065,0.1024,0.60549,0.81,12.15,13.598209289311697,11.021407837445572,buy,0.41312478748724923,1.1784675072744908,1.071005375618967,24.79591836734694,2.0804794520547945,2.9136690647482015,0.34163068047337264
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,3796.64,18.71,292.48,19.854496124031005,9.52,35.05,15.68,15.79,0.028549122807017543,0.0,-0.93,-0.324,4.7825999999999995,0.012297142857142866,0.098,0.16899999999999998,0.47100000000000003,0.255,100.21,86.22,0.013999999999999999,-0.9118,0.878,0.1191,0.0296,2.36,-0.16399999999999998,-0.838,-1.053,1.2,1.2,0.0,0.0,0.821,-0.196,-0.228,1.2224999999999997,0.0981,0.36469999999999997,1.0816199999999998,1.04,38.9,35.42482469720426,28.504433208763828,buy,2.0791020844468195,0.13300054704595185,1.9592539522026529,4.086134453781512,1.109843081312411,2.463584547181761,1.1105608771929825
HTLD,"Heartland Express, Inc.",Industrials,Trucking,USA,1534.31,23.35,18.92,4.03,2.39,2.17,18.6,2.67,0.0043,0.1,0.8,0.009000000000000001,0.155,-0.016,0.057999999999999996,-0.073,-0.136,0.132,81.35,48.16,0.009000000000000001,-0.9106000000000001,0.547,0.0032,0.0179,1.97,0.071,0.096,0.102,2.4,2.4,0.0,0.0,0.33253318077803223,0.135,0.102,0.55,-0.07,-0.056900000000000006,0.43786,0.49,18.75,20.161290322580648,19.881242710211005,buy,0.8029978586723768,0.991014799154334,4.652605459057072,7.845188284518828,8.640552995391705,7.02247191011236,0.080625
UONE,"Urban One, Inc.",Communication Services,Broadcasting,USA,7.74,23.88,61.21,3.951785714285714,0.02,1.4,1.72,2.81,0.059013793103448293,0.0,-0.43,-0.168,1.0859999999999999,0.03345271317829458,0.16126162790697668,-0.019,-2.9010000000000002,-0.036000000000000004,1.58,70.18024539877295,0.4183,-0.9105,0.0802,0.09623355704697989,0.059860122699386495,0.08,-0.21375333333333335,-0.020328767123287718,-0.12221333333333334,2.4098039215686273,2.3733333333333335,1.1704545454545454,1.271515151515151,0.5100694444444445,-0.06471739130434777,-0.11595652173913047,1.2832231404958678,-0.3471,-0.0812,2.00134,0.99,4.89,7.489661510185326,5.322159338267305,buy,0.20477386934673367,0.07988890704133311,1.237415273384546,244.49999999999997,3.492857142857143,1.7402135231316724,0.2885774482758621
BGIO,BlackRock 2022 Global Income Opportunity Trust,Financial,Asset Management,USA,193.12,7.77,6.64,2.5688461538461556,1.38,0.87,1.02,6.57,0.0688,0.0,-0.17,0.14300000000000002,0.0,0.12528081936685279,0.09055469613259662,0.052000000000000005,-0.153,0.0,22.15,38.671118210862616,0.0008,-0.9103,0.2053,0.06980221465076664,0.026049919743178156,0.02,6.44599303135732e-05,0.0632020905923345,0.1671678832116788,2.983999999999999,3.409900990099009,0.9454778156996573,1.6714334470989742,0.6410530973451327,0.5127476280834916,0.1506477272727273,1.0194616977225668,0.0182,0.01,0.037340000000000005,0.49,8.72,8.564132783343155,8.633663366336634,sell,1.1222651222651223,1.313253012048193,3.3945201377451695,6.3188405797101455,10.022988505747128,1.3272450532724507,0.599936
PVAC,Penn Virginia Corporation,Energy,Oil & Gas E&P,USA,142.24,1.16,18.1,0.12,0.37,0.25,6.49,1.37,0.13515090909090913,0.0,8.32,-0.6829999999999999,-0.897,0.22399999999999998,0.1,-0.018000000000000002,-2.8339999999999996,-0.629,15.17,14.97,0.004,-0.91,0.728,-0.2683,0.15810000000000002,2.94,0.096,0.218,0.162,1.4,1.4,0.94,0.94,0.7659999999999999,0.155,0.332,3.73,-0.1182,-0.2359,0.80491,0.39,9.63,10.920843728736676,12.603062426383982,sell,8.301724137931036,0.5320441988950276,80.25000000000001,26.027027027027028,38.52,7.029197080291971,1.301503254545455
PS,"Pluralsight, Inc.",Technology,Software - Application,USA,2462.91,18.71,9.04,19.854496124031005,6.86,11.02,6.06,15.79,0.028549122807017543,0.0,-1.24,0.726,0.217,0.012297142857142866,0.3,0.16899999999999998,0.064,0.249,107.15,104.12,0.009000000000000001,-0.9036,0.5447463476070524,0.0332,0.07719999999999999,6.37,-0.126,-0.73,-0.23199999999999998,1.8,1.8,2.82,2.82,0.789,-0.439,-0.36,1.2224999999999997,-0.083,0.0046,1.2624600000000001,0.78,17.63,19.2257360959651,17.54927334262393,buy,0.9422768572955638,1.950221238938053,0.8879600816795056,2.5699708454810493,1.5998185117967332,1.1165294490183661,0.5033210350877193
UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,USA,4557.02,10.59,9.63,37.12883333333331,3.18,1.47,2.92,7.63,0.018787500000000002,0.0,9.75,-1.179,-0.0572,-0.18899999999999997,-0.066,0.024,-0.483,-0.031,44.1,43.63,0.001,-0.8986,0.987,-0.0092,0.0421,5.82,0.106,0.149,-0.036000000000000004,7.4,7.1,0.26,0.26,0.922,0.381,0.3,0.7,-0.0401,-0.0169,0.31514,0.85,103.17,107.47994582769039,104.94354592615197,buy,9.742209631728045,10.713395638629283,2.7787029846525404,32.443396226415096,70.18367346938776,13.521625163826998,1.9383063750000002
HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,3204.7,9.98,23.78,723.5619672131147,3.78,0.93,3.44,4.05,0.08261081081081087,0.0,-2.84,0.295,1.584,0.37200000000000005,0.2,0.154,-2.971,-0.638,55.53,53.04,0.004,-0.8915000000000001,0.9420000000000001,0.012199999999999999,0.031,4.45,-0.015,-0.039,0.017,5.491666666666668,5.5114285714285725,1.24,1.24,0.382,-0.08199999999999999,-0.154,1.57,0.04190000000000001,-0.1931,0.36884,1.25,59.7,57.2991649870429,73.98686330400298,sell,5.981963927855712,2.5105130361648444,0.08250848262511873,15.793650793650794,64.19354838709677,14.740740740740742,4.931865405405409
